1,28
2,19
3,9
4,27
5,3
6,5
7,20
8,12
9,25
10,12
12,31
13,24
14,4
15,18
16,28
17,2
19,33
20,10
22,20
23,33
24,4
25,34
26,34
27,2
28,3
30,11
31,28
32,6
33,3
34,16
35,21
36,27
37,30
38,0
39,32
40,7
41,31
44,13
45,6
46,31
47,35
48,32
49,30
50,17
51,2
53,18
54,19
56,9
57,27
58,25
60,13
61,3
63,13
64,9
65,24
66,9
67,4
69,9
70,16
71,20
74,10
75,21
76,0
77,35
78,11
79,16
80,4
81,18
83,27
84,34
85,24
86,24
87,26
88,11
89,12
90,18
91,19
92,34
93,13
94,0
95,17
96,23
98,27
99,2
100,18
101,23
102,13
104,32
105,9
106,18
107,26
108,33
110,16
112,20
113,28
114,35
115,31
116,4
117,16
118,23
119,10
120,23
122,27
125,3
126,5
127,11
128,16
129,24
132,19
133,5
134,14
135,27
136,0
137,18
139,30
140,21
142,14
143,20
144,2
145,20
146,28
148,21
149,18
150,3
151,31
152,31
153,0
158,5
160,16
161,2
162,20
163,6
164,18
165,27
166,14
168,32
169,18
170,30
172,27
173,6
174,12
176,21
177,34
178,30
179,0
180,0
181,21
183,19
184,30
185,23
186,3
187,28
188,7
189,0
190,18
191,2
192,24
193,9
194,28
195,18
196,34
197,30
198,35
199,9
200,5
201,32
202,23
204,4
205,25
206,31
207,31
208,9
209,19
210,3
211,35
212,24
213,32
214,4
215,14
216,10
217,11
218,13
219,19
220,25
221,0
222,32
223,13
224,11
225,4
226,21
228,3
229,23
231,23
232,11
233,12
234,6
235,33
236,30
237,17
238,13
239,10
241,9
242,20
244,18
245,11
247,35
248,25
249,35
250,33
251,23
252,12
253,0
254,2
257,28
258,7
259,3
260,33
261,19
262,5
263,35
264,20
265,4
266,14
267,11
269,7
270,3
271,20
272,2
273,6
274,17
275,14
276,7
277,10
278,23
279,13
280,3
281,2
282,33
283,23
284,31
285,2
286,11
288,6
289,19
290,32
291,3
292,7
293,33
294,20
295,31
296,20
297,12
298,23
299,32
300,31
302,24
303,33
304,30
305,10
306,9
307,20
308,28
309,31
310,10
311,21
313,23
314,26
315,4
316,14
317,27
318,27
319,24
320,19
321,28
322,4
323,17
324,3
325,20
326,11
328,14
329,21
330,2
331,26
332,6
333,6
334,20
335,31
336,9
337,17
339,11
340,17
341,12
342,17
343,7
344,35
345,10
346,11
347,21
348,19
349,33
350,11
351,19
352,30
354,34
356,5
357,30
358,34
359,27
362,3
363,4
364,3
365,19
366,14
367,20
368,12
369,30
370,25
371,2
372,14
373,25
374,10
375,9
376,2
377,23
378,4
379,14
381,32
383,23
384,25
387,13
388,13
389,33
390,17
392,30
393,35
394,13
395,17
396,0
397,24
398,25
399,7
400,20
401,5
402,12
403,23
404,13
405,31
407,30
408,13
409,16
410,17
411,3
415,27
416,35
417,0
418,5
419,16
420,26
421,28
422,13
423,0
424,6
425,35
426,5
427,12
428,4
429,23
431,9
432,11
433,27
434,34
435,6
436,0
437,26
438,10
439,6
441,23
442,19
443,21
444,26
445,32
446,2
447,19
448,16
449,27
451,4
452,30
455,12
456,12
457,2
458,9
459,4
460,35
461,32
462,27
463,30
464,7
465,4
467,34
468,26
469,32
470,27
472,17
473,11
474,33
475,16
476,19
477,20
478,14
479,6
480,27
481,4
482,11
483,34
484,2
485,12
488,20
489,20
490,2
492,14
493,6
494,34
495,4
496,27
497,13
498,14
499,26
500,16
501,12
502,31
503,5
504,24
505,28
506,31
507,30
508,18
509,13
510,32
511,9
512,17
513,10
514,14
515,35
517,23
518,19
519,30
521,27
522,27
523,12
524,10
526,32
527,11
528,17
529,24
530,27
531,18
532,35
534,18
535,21
536,4
538,2
539,25
540,21
541,6
542,18
543,6
544,30
545,25
547,31
548,14
549,5
551,27
552,31
553,23
555,23
556,2
557,35
558,10
560,26
561,31
562,24
563,5
564,3
565,28
566,12
567,14
568,27
569,14
570,4
571,25
572,9
573,34
574,7
575,6
576,24
577,30
578,0
579,5
580,30
581,28
582,32
583,25
585,34
586,18
587,17
588,23
589,7
590,21
591,34
592,35
593,16
595,6
597,16
598,5
599,2
600,26
601,9
602,32
603,10
604,31
605,18
606,21
609,2
610,13
611,25
612,24
613,28
615,16
616,13
617,30
618,3
619,34
620,2
621,6
622,26
623,17
624,2
625,33
626,6
627,18
628,34
629,25
630,14
631,6
633,4
634,5
635,10
636,33
637,30
638,2
639,30
640,27
642,14
643,21
644,10
645,34
646,31
647,14
648,11
649,18
652,34
653,30
655,0
657,9
658,33
659,24
660,10
661,27
662,17
663,17
664,18
665,33
666,2
667,28
668,3
669,0
670,23
671,16
672,17
673,24
674,2
675,11
677,0
678,19
679,35
680,5
681,17
682,26
683,14
685,31
687,4
689,19
690,20
691,25
692,17
693,4
694,33
695,26
696,16
697,12
699,17
700,10
701,3
702,33
703,14
704,28
705,6
706,2
708,23
709,21
710,6
711,26
712,30
713,17
714,3
715,23
716,21
717,35
718,11
719,14
721,14
722,9
723,25
724,28
725,14
727,19
728,14
729,14
730,23
731,14
732,34
733,2
734,32
735,0
736,19
737,30
738,19
739,35
740,18
742,20
743,21
744,30
745,30
746,19
747,31
748,2
749,29
750,19
751,6
752,26
753,5
754,28
755,14
756,31
757,32
758,25
759,14
760,17
761,26
763,14
764,31
765,17
766,23
767,34
768,0
769,14
770,11
772,34
773,2
774,6
775,24
776,35
778,20
779,16
780,26
781,19
782,11
783,11
785,7
786,33
787,17
788,5
789,26
790,7
793,14
794,0
795,12
796,12
797,21
798,28
799,30
800,19
801,23
802,16
803,2
804,4
805,33
806,21
808,4
810,12
812,17
813,26
814,16
815,5
816,5
818,27
819,0
820,10
821,9
822,25
823,23
824,31
825,5
826,33
827,19
829,5
830,27
831,10
832,32
833,23
835,27
837,7
838,31
839,5
840,35
841,23
842,18
843,33
844,33
845,6
846,31
847,32
848,6
849,34
850,6
851,18
852,31
853,34
854,28
855,3
856,10
857,13
858,10
859,4
860,20
861,21
863,31
864,4
865,21
866,14
867,7
868,3
869,32
870,26
871,19
873,34
874,30
875,9
876,19
877,11
879,27
880,25
881,3
882,25
883,20
884,14
885,7
886,11
888,19
889,21
890,34
891,2
893,4
894,27
895,10
896,10
897,10
898,26
899,19
900,10
902,32
903,11
904,32
906,35
907,35
908,5
909,27
910,33
911,11
912,34
914,26
915,30
916,18
917,28
918,4
919,14
920,20
921,12
922,17
923,4
924,32
925,17
926,26
927,6
928,34
931,33
932,10
933,26
934,0
935,25
936,20
937,16
938,27
939,13
940,6
941,4
942,25
943,9
945,5
946,28
947,3
948,5
949,4
950,12
951,0
952,11
953,24
954,7
955,6
956,4
957,31
958,18
959,3
960,21
961,25
962,34
963,5
964,35
966,7
968,35
969,26
970,14
971,31
972,35
973,16
974,25
977,5
978,35
979,34
980,5
981,12
983,4
986,6
987,9
988,35
989,18
990,34
991,19
992,16
993,33
994,27
995,19
996,0
997,20
998,32
999,25
1000,31
1001,10
1002,16
1004,27
1007,32
1008,3
1010,23
1012,11
1013,4
1016,5
1017,21
1018,31
1019,18
1022,33
1023,4
1024,30
1025,21
1026,9
1028,23
1029,12
1030,33
1031,32
1032,24
1033,24
1035,11
1036,5
1037,0
1038,31
1039,26
1040,3
1041,6
1042,4
1043,4
1044,14
1045,21
1046,7
1047,12
1048,32
1050,18
1053,20
